CDO_goldhofer - ce9eb70b-eef7-4470-ab9e-8974ff3837d5,Processing Time UTC,Time Interval,Event Count,,,,,CDO_israel_television_news_company_ltd - 6471a63b-911a-4732-9b12-627859a14a4b,Processing Time UTC,Time Interval,Event Count,,,,,CDO_kramer_electronics__s4ikgr - cf848168-4dcd-4403-8ca8-7f927bf99b87,Processing Time UTC,Time Interval,Event Count,,,,,CDO_the_salvation_army__saag40 - c43079b2-097a-4543-bfc9-ca7a95201c22,Processing Time UTC,Time Interval,Event Count,,,,,CDO_vf-gcp_teradata_de__sc2tra - c9e535a1-774d-4f8d-9343-eadcac11789a,Processing Time UTC,Time Interval,Event Count
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/25/12/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-buffered-1-2025-08-26-05-35-25-94680bb5-3367-3d6f-b7ae-d4b1aaedf309.json.gz,2025-08-26 05:54:20,0.00s,2,,,,,,,,,,,,,,,,,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-data/2025/08/26/04/FTD/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-compressed-1-2025-08-26-04-57-03-8e8f53f9-066a-30a4-9d76-d41ff3727736.json.gz,2025-08-26 05:04:31,N/A (First file),29885,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/04/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-26-05-20-27-d0488155-85e7-37ed-8ef3-8fe44923c136.json.gz,2025-08-26 05:23:45,2.02m,1
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/25/13/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-buffered-1-2025-08-26-05-36-55-d7c511fc-d6c0-35da-b14e-4ba5515279e3.json.gz,2025-08-26 05:54:20,35.00s,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/05/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-26-05-18-24-4328f9e5-bedc-3548-98e4-12d6c5b1314a.json.gz,2025-08-26 05:21:44,5.00s,10191
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/26/05/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-1-2025-08-26-05-44-10-1ae85e43-24c7-353b-870a-ed4a18cb9a62.json.gz,2025-08-26 05:53:45,3.17m,60428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/04/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-26-05-18-24-b5cbe5ef-5dec-3f1d-bdde-5228762e99f9.json.gz,2025-08-26 05:21:39,2.92m,7
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/26/04/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-buffered-1-2025-08-26-05-31-52-23c4b6d8-fb99-363f-9938-881d7c022477.json.gz,2025-08-26 05:50:35,12.00s,30836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/04/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-26-05-15-27-19351222-eecd-3ae5-bfc5-5d43e95d4403.json.gz,2025-08-26 05:18:44,2.00s,47
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/25/06/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-buffered-1-2025-08-26-05-31-54-8eed8c18-1cf5-38cf-bb7d-c41dfe395247.json.gz,2025-08-26 05:50:23,0.00s,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/05/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-26-05-15-27-db23dd06-ef4b-3167-bf09-bd5e69414bb0.json.gz,2025-08-26 05:18:42,1.98m,12475
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/25/15/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-buffered-1-2025-08-26-05-35-03-e26f2f7b-8fb0-3fe1-932f-1703999e8b95.json.gz,2025-08-26 05:50:23,0.00s,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/04/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-26-05-13-27-71635187-e2ae-3f4f-820a-1b034c31c5eb.json.gz,2025-08-26 05:16:43,1.00s,9
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/25/16/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-buffered-1-2025-08-26-05-30-49-a1d3bf46-18ec-3c27-861d-07995c75fc3f.json.gz,2025-08-26 05:50:23,0.00s,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/05/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-26-05-13-27-3e6974c6-5b7a-348a-bc11-9478fb769970.json.gz,2025-08-26 05:16:42,1.98m,8478
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/25/18/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-buffered-1-2025-08-26-05-30-27-c262227f-2d48-33a5-9883-4b67c2789e4f.json.gz,2025-08-26 05:50:23,3.93m,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/04/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-26-05-11-26-07313783-f5e2-307a-a1ac-f2252a16001e.json.gz,2025-08-26 05:14:43,1.00s,14
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/26/05/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-1-2025-08-26-05-40-00-3ee96ad3-afbe-3aa9-956c-c0c9d1f69270.json.gz,2025-08-26 05:46:27,37.00s,30120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/05/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-26-05-11-26-9ede3921-5c77-3f89-a7a5-b54b79dba87b.json.gz,2025-08-26 05:14:42,3.00m,8485
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/24/19/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-buffered-1-2025-08-26-05-28-04-2a45dd96-3f58-3638-9f0d-3c6534e8fadc.json.gz,2025-08-26 05:45:50,0.00s,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/04/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-26-05-08-28-9bef90d2-017f-3d17-8a8e-a41776838d3c.json.gz,2025-08-26 05:11:42,1.00s,9
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/25/11/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-buffered-1-2025-08-26-05-29-58-f3ea5b0a-a627-3934-82d4-84dd478045a1.json.gz,2025-08-26 05:45:50,0.00s,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/05/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-26-05-08-28-a6278150-9d7b-3084-b290-ca7532d33c78.json.gz,2025-08-26 05:11:41,1.98m,14016
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/25/21/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-buffered-1-2025-08-26-05-25-55-22ca090d-9a17-3488-bd0f-45dea61602bd.json.gz,2025-08-26 05:45:50,0.00s,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/04/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-26-05-06-27-75188d46-1b9e-3dc3-91e1-2d487da5e5a1.json.gz,2025-08-26 05:09:42,1.00s,13
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/26/01/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-buffered-1-2025-08-26-05-26-16-f37782fa-4576-3d4c-93c9-2fab8c727bd6.json.gz,2025-08-26 05:45:50,3.97m,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/05/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-26-05-06-27-c15c902a-9389-3d70-863d-527d4542d380.json.gz,2025-08-26 05:09:41,22.00s,10525
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/26/02/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-buffered-1-2025-08-26-05-23-31-933dafd2-9926-3048-859f-1acd62789c6b.json.gz,2025-08-26 05:41:52,1.00m,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/03/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-buffered-1-2025-08-26-04-49-22-0937505c-5254-3895-a4cd-8776943c3ebc.json.gz,2025-08-26 05:09:19,1.62m,20
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/26/05/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-1-2025-08-26-05-33-13-0dddd720-09e5-38ed-aacf-4b5587a65d57.json.gz,2025-08-26 05:40:52,3.22m,42725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/04/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-26-05-04-24-ae8350e0-a3ce-38b1-a0c9-aa8532c3cec7.json.gz,2025-08-26 05:07:42,2.00s,15
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/25/03/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-buffered-1-2025-08-26-05-17-47-2a46b269-fd4a-3439-99ac-4350b6765619.json.gz,2025-08-26 05:37:39,0.00s,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/05/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-26-05-04-24-b8255784-ceff-3dd1-8d8e-cdc33cfdb4b8.json.gz,2025-08-26 05:07:40,1.98m,8889
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/25/04/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-buffered-1-2025-08-26-05-20-36-2c8b18c8-a056-39fa-9cf8-417b57ad5b9f.json.gz,2025-08-26 05:37:39,0.00s,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/04/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-26-05-02-24-582891dc-7bde-3ac7-a19b-f01bbda2945a.json.gz,2025-08-26 05:05:41,2.00s,20
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/25/05/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-buffered-1-2025-08-26-05-17-47-e00318f9-ea1b-3eef-a929-d783792ea31b.json.gz,2025-08-26 05:37:39,0.00s,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/05/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-26-05-02-24-90251bfc-cde1-3002-9d2d-5fcf6ae636cb.json.gz,2025-08-26 05:05:39,1.75m,9393
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/25/13/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-buffered-1-2025-08-26-05-17-47-f93332ab-a3ef-3e82-a8fc-70b87e7d845d.json.gz,2025-08-26 05:37:39,0.00s,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/05/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-26-05-00-24-81666bfb-821b-3319-9fcc-32e76dc11c4b.json.gz,2025-08-26 05:03:54,13.00s,7058
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/26/03/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-buffered-1-2025-08-26-05-17-45-be8439d1-f6e9-32e8-a6b3-0aed7fffe61b.json.gz,2025-08-26 05:37:39,0.00s,1671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/04/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-26-05-00-24-f4cbd1af-48ee-35eb-8c04-c3ed7982cdb0.json.gz,2025-08-26 05:03:41,2.08m,2690
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/26/04/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-1-2025-08-26-05-30-27-aa5efa21-4104-38f6-b096-62886eb2f0d7.json.gz,2025-08-26 05:37:39,2.85m,1832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/04/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-26-04-58-23-ef98d343-e9c5-3fd9-81b5-c8d7ba6ded3d.json.gz,2025-08-26 05:01:36,N/A (First file),7554
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/26/05/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-1-2025-08-26-05-27-20-e606ddb7-812e-3644-a86f-454d72746f3b.json.gz,2025-08-26 05:34:48,55.00s,39037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/21/14/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-buffered-1-2025-08-26-05-15-42-b51d1f9f-ba34-34a6-a1d1-b628f949ad55.json.gz,2025-08-26 05:33:53,0.00s,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/25/15/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-buffered-1-2025-08-26-05-17-25-374f5eaf-000f-3140-bfed-a5064cb760b4.json.gz,2025-08-26 05:33:53,1.87m,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/26/04/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-1-2025-08-26-05-25-09-5976d405-6237-3239-96e2-2dbc7169192c.json.gz,2025-08-26 05:32:01,2.00m,11824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/25/17/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-buffered-1-2025-08-26-05-11-29-a7649bed-0dae-3410-94f8-401922b02313.json.gz,2025-08-26 05:30:01,0.00s,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/26/01/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-buffered-1-2025-08-26-05-11-28-67da3717-fc5e-3f68-bc08-b31d1135a1b2.json.gz,2025-08-26 05:30:01,1.00s,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/25/23/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-buffered-1-2025-08-26-05-11-48-319b0bd0-32d0-31c3-b027-870c40369983.json.gz,2025-08-26 05:30:00,46.00s,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/26/05/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-1-2025-08-26-05-22-19-e98d99d4-f175-3fc4-9575-4f1f992a7ade.json.gz,2025-08-26 05:29:14,2.97m,38560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/26/04/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-1-2025-08-26-05-18-51-7950489d-6877-3eca-b27d-4f7c1b31351a.json.gz,2025-08-26 05:26:16,34.00s,11527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/26/02/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-buffered-1-2025-08-26-05-05-49-0e64a512-e707-32d0-abb5-8a6b2345fdd6.json.gz,2025-08-26 05:25:42,1.00s,257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/25/06/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-buffered-1-2025-08-26-05-07-34-38745404-66f4-35b8-840c-b46deeb14294.json.gz,2025-08-26 05:25:41,2.05m,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/26/05/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-1-2025-08-26-05-16-42-fbe56418-538f-301d-a51d-d9866a3b807f.json.gz,2025-08-26 05:23:38,1.72m,42613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/25/12/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-buffered-1-2025-08-26-05-04-28-dbc6899b-4a55-3851-b1aa-42d7e7f3a089.json.gz,2025-08-26 05:21:55,0.00s,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/26/03/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-buffered-1-2025-08-26-05-02-02-eff5715e-4010-3663-8103-d7e9a2cdc057.json.gz,2025-08-26 05:21:55,1.00s,1299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/25/05/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-buffered-1-2025-08-26-05-03-45-c2487c15-1c3c-3154-8fe0-6c5a32c7c89f.json.gz,2025-08-26 05:21:54,1.20m,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/26/04/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-1-2025-08-26-05-13-14-9a673149-171f-3025-b43d-a712aed9bdec.json.gz,2025-08-26 05:20:42,2.80m,10942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/26/05/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-1-2025-08-26-05-10-29-ad93ee1e-c12a-3c2b-82b8-9706c3de485e.json.gz,2025-08-26 05:17:54,2.82m,41867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/26/04/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-1-2025-08-26-05-08-14-8a8025ae-2e4d-3695-b4ef-20cc0e895e70.json.gz,2025-08-26 05:15:05,1.42m,10211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/25/11/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-buffered-1-2025-08-26-04-56-26-3a0e37d4-3537-38fc-996e-f09d4a76cd0e.json.gz,2025-08-26 05:13:40,1.38m,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/26/05/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-1-2025-08-26-05-05-09-0afb7972-dbaf-392c-a6a4-9a48ee8b3551.json.gz,2025-08-26 05:12:17,2.42m,42429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/26/02/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-buffered-1-2025-08-26-04-50-56-334cc5b2-f072-3642-a832-e129b18dfeab.json.gz,2025-08-26 05:09:52,24.00s,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/26/04/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-1-2025-08-26-05-02-41-21b19a62-69e2-33d0-8d8c-6ae54c25a3e1.json.gz,2025-08-26 05:09:28,2.53m,11979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/26/05/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-1-2025-08-26-05-00-20-c194188e-e903-3e1b-88a2-50c74a0cc3f4.json.gz,2025-08-26 05:06:56,1.17m,38105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
