CDO_goldhofer - ce9eb70b-eef7-4470-ab9e-8974ff3837d5,Processing Time UTC,Time Interval,Event Count,,,,,CDO_israel_television_news_company_ltd - 6471a63b-911a-4732-9b12-627859a14a4b,Processing Time UTC,Time Interval,Event Count,,,,,CDO_kramer_electronics__s4ikgr - cf848168-4dcd-4403-8ca8-7f927bf99b87,Processing Time UTC,Time Interval,Event Count,,,,,CDO_the_salvation_army__saag40 - c43079b2-097a-4543-bfc9-ca7a95201c22,Processing Time UTC,Time Interval,Event Count,,,,,CDO_vf-gcp_teradata_de__sc2tra - c9e535a1-774d-4f8d-9343-eadcac11789a,Processing Time UTC,Time Interval,Event Count
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/25/15/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-buffered-1-2025-08-26-06-26-39-89731104-ee38-3087-8796-fd7fa9c29103.json.gz,2025-08-26 06:42:27,0.00s,12,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-data/2025/08/26/05/FTD/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-compressed-1-2025-08-26-05-44-15-3a9551d3-8f60-34b1-b432-e928ce68d473.json.gz,2025-08-26 05:51:19,19.00s,73845,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-cf848168-4dcd-4403-8ca8-7f927bf99b87-data/2025/08/26/05/FTD/eu-prod-cf848168-4dcd-4403-8ca8-7f927bf99b87-compressed-1-2025-08-26-05-28-55-a69f8ac7-f09c-32f7-923d-d2d5727f6ae0.json.gz,2025-08-26 05:36:22,4.12m,42430,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-data/2025/08/24/03/FTD/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-compressed-buffered-1-2025-08-26-06-11-00-e4c749ee-e18c-3a16-8f87-737ac97fd1ce.json.gz,2025-08-26 06:30:53,0.00s,2,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/06/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-26-06-30-45-eab3e712-ed86-34b8-897b-5980f48b3089.json.gz,2025-08-26 06:33:59,2.00m,9268
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/25/21/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-buffered-1-2025-08-26-06-23-19-5b6f7ada-ec8e-3c50-b0bc-3694d29bd0f0.json.gz,2025-08-26 06:42:27,0.00s,2,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-data/2025/08/26/04/FTD/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-compressed-buffered-1-2025-08-26-05-31-44-7adc1fcc-9013-358a-89ca-1ac9e4e247b9.json.gz,2025-08-26 05:51:00,11.00s,13076,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-cf848168-4dcd-4403-8ca8-7f927bf99b87-data/2025/08/26/04/FTD/eu-prod-cf848168-4dcd-4403-8ca8-7f927bf99b87-compressed-1-2025-08-26-05-25-30-2bcf3471-f27c-315f-8ab9-0565fec999e2.json.gz,2025-08-26 05:32:15,1.27m,13,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-data/2025/08/25/12/FTD/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-compressed-buffered-1-2025-08-26-06-12-22-992cf7bf-8fc0-347d-aaf3-359df39ae782.json.gz,2025-08-26 06:30:53,0.00s,1,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/05/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-26-06-28-43-39f2e142-26bd-3e9c-ab4c-e520cf95b01f.json.gz,2025-08-26 06:31:59,1.00s,33
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/26/02/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-buffered-1-2025-08-26-06-24-46-44cce1d9-bf6f-323d-8307-7e68d96063c2.json.gz,2025-08-26 06:42:27,0.00s,14,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-data/2025/08/25/19/FTD/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-compressed-buffered-1-2025-08-26-05-32-40-1c8ebc0c-cead-348c-b6b7-b3bbfb367738.json.gz,2025-08-26 05:50:49,4.75m,2,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-cf848168-4dcd-4403-8ca8-7f927bf99b87-data/2025/08/26/05/FTD/eu-prod-cf848168-4dcd-4403-8ca8-7f927bf99b87-compressed-1-2025-08-26-05-23-29-fd159d44-ee2c-3dca-94aa-76cc079d7938.json.gz,2025-08-26 05:30:59,2.52m,39114,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-data/2025/08/25/19/FTD/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-compressed-buffered-1-2025-08-26-06-13-09-c5f74ff8-ee4f-3da9-b1f3-22b967b8c604.json.gz,2025-08-26 06:30:53,1.38m,1,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/06/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-26-06-28-43-2040712a-58e6-3605-94da-e0382a2318e6.json.gz,2025-08-26 06:31:58,2.00m,8713
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/26/03/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-buffered-1-2025-08-26-06-24-46-c7fd907d-2d14-38cb-99be-f6752976e64a.json.gz,2025-08-26 06:42:27,1.87m,12,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-data/2025/08/26/05/FTD/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-compressed-1-2025-08-26-05-39-18-ea016fbf-5739-3a4c-84d4-6ceb0cbd2032.json.gz,2025-08-26 05:46:04,1.22m,62293,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-cf848168-4dcd-4403-8ca8-7f927bf99b87-data/2025/08/26/03/FTD/eu-prod-cf848168-4dcd-4403-8ca8-7f927bf99b87-compressed-buffered-1-2025-08-26-05-08-30-23e048c8-f814-36cd-b04e-c1f7fa937d51.json.gz,2025-08-26 05:28:28,1.90m,1,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-data/2025/08/26/06/FTD/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-compressed-1-2025-08-26-06-22-06-8d818998-f8e8-3b60-8dfc-1f8d0c3ebf91.json.gz,2025-08-26 06:29:30,1.43m,56436,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/05/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-26-06-26-40-c7fe7cea-07ec-3449-8341-3861f49c47d2.json.gz,2025-08-26 06:29:58,0.00s,35
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/26/06/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-1-2025-08-26-06-33-08-0ca0437d-5b30-3439-9459-f40137f8718f.json.gz,2025-08-26 06:40:35,2.00m,40296,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-data/2025/08/26/03/FTD/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-compressed-buffered-1-2025-08-26-05-24-49-1e107655-5f2d-3edf-99fa-1031fe0406a3.json.gz,2025-08-26 05:44:51,4.73m,8,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-cf848168-4dcd-4403-8ca8-7f927bf99b87-data/2025/08/26/04/FTD/eu-prod-cf848168-4dcd-4403-8ca8-7f927bf99b87-compressed-1-2025-08-26-05-19-11-23f3f781-ad37-3de3-80f6-a3ee6fd96a6f.json.gz,2025-08-26 05:26:34,1.57m,13,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-data/2025/08/26/05/FTD/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-compressed-1-2025-08-26-06-20-48-6fc382a1-1080-3f71-91c2-4d45d28716b1.json.gz,2025-08-26 06:28:04,1.67m,160,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/06/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-26-06-26-40-d467b43e-6b86-3fcf-8a8d-b574e7419902.json.gz,2025-08-26 06:29:58,2.07m,9226
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/26/04/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-buffered-1-2025-08-26-06-18-39-e40a672b-b121-3752-95ed-63b0805cdd88.json.gz,2025-08-26 06:38:35,4.02m,1590,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-data/2025/08/25/21/FTD/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-compressed-buffered-1-2025-08-26-05-20-16-bd44957e-4165-332b-b819-12ec854ec5a9.json.gz,2025-08-26 05:40:07,1.00s,2,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-cf848168-4dcd-4403-8ca8-7f927bf99b87-data/2025/08/26/05/FTD/eu-prod-cf848168-4dcd-4403-8ca8-7f927bf99b87-compressed-1-2025-08-26-05-17-35-f5f713ce-9edf-3ffe-9e99-16fd5f32145e.json.gz,2025-08-26 05:25:00,1.85m,46947,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-data/2025/08/26/04/FTD/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-compressed-buffered-1-2025-08-26-06-06-27-d7b08423-051d-307e-ba2a-e62767f589bd.json.gz,2025-08-26 06:26:24,2.00s,3,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/05/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-26-06-24-38-727c3caf-5d24-3d46-872b-024f0374178d.json.gz,2025-08-26 06:27:54,1.00s,37
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/26/06/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-1-2025-08-26-06-27-42-bb930ecf-8ce4-30cf-8c8c-ce443cbc34f5.json.gz,2025-08-26 06:34:34,23.00s,39637,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-data/2025/08/26/01/FTD/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-compressed-buffered-1-2025-08-26-05-20-15-e47aa1fc-d4c4-38ef-ac83-3220a45e7918.json.gz,2025-08-26 05:40:06,8.00s,1,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-cf848168-4dcd-4403-8ca8-7f927bf99b87-data/2025/08/25/18/FTD/eu-prod-cf848168-4dcd-4403-8ca8-7f927bf99b87-compressed-buffered-1-2025-08-26-05-05-52-640f54bb-ab5c-3c9f-897d-46d38de94a1b.json.gz,2025-08-26 05:23:09,1.42m,1,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-data/2025/08/25/20/FTD/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-compressed-buffered-1-2025-08-26-06-06-28-1d342c59-7a5a-3df0-88f9-1fdfa26713be.json.gz,2025-08-26 06:26:22,2.20m,1,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/06/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-26-06-24-38-e4f69611-148d-3fa8-b0d6-d5f1ad185bd8.json.gz,2025-08-26 06:27:53,2.08m,9382
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/25/18/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-buffered-1-2025-08-26-06-16-54-fe7b46c6-d837-3546-89a6-e650d3a73818.json.gz,2025-08-26 06:34:11,0.00s,1,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-data/2025/08/26/05/FTD/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-compressed-1-2025-08-26-05-32-56-d183be9f-670a-3768-9cc4-f0dae2c13fd7.json.gz,2025-08-26 05:39:58,4.72m,77877,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-cf848168-4dcd-4403-8ca8-7f927bf99b87-data/2025/08/26/04/FTD/eu-prod-cf848168-4dcd-4403-8ca8-7f927bf99b87-compressed-1-2025-08-26-05-14-20-3888b2f6-bf96-3213-aaf1-52b22be31788.json.gz,2025-08-26 05:21:44,3.25m,13,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-data/2025/08/26/06/FTD/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-compressed-1-2025-08-26-06-16-53-3fac8552-1fb8-324e-93b8-ed33c4b30421.json.gz,2025-08-26 06:24:10,1.25m,50440,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/05/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-26-06-22-36-dbdcdb92-8c5d-3d20-84a3-5cdbf6c7114a.json.gz,2025-08-26 06:25:48,0.00s,28
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/25/19/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-buffered-1-2025-08-26-06-18-17-53a6d923-4793-32ba-8101-b5d2ef503937.json.gz,2025-08-26 06:34:11,0.00s,2,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-data/2025/08/26/04/FTD/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-compressed-1-2025-08-26-05-28-45-0b986550-ae5c-3d13-a941-3d36ed3ebe06.json.gz,2025-08-26 05:35:15,1.28m,2386,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-cf848168-4dcd-4403-8ca8-7f927bf99b87-data/2025/08/26/05/FTD/eu-prod-cf848168-4dcd-4403-8ca8-7f927bf99b87-compressed-1-2025-08-26-05-11-04-5dd5455e-d737-34c7-af45-54ea82259898.json.gz,2025-08-26 05:18:29,1.85m,44670,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-data/2025/08/26/05/FTD/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-compressed-1-2025-08-26-06-16-02-584aff90-8a19-3404-b7d0-284ce01f690d.json.gz,2025-08-26 06:22:55,2.42m,448,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/06/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-26-06-22-36-32784894-94fb-36a7-8c72-6a054399bc21.json.gz,2025-08-26 06:25:48,2.02m,9964
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/25/20/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-buffered-1-2025-08-26-06-14-41-d9fbe21b-299d-3045-b04d-f713ab598fc2.json.gz,2025-08-26 06:34:11,1.08m,1,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-data/2025/08/26/05/FTD/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-compressed-1-2025-08-26-05-26-50-6077e9ee-e0ad-3219-93c2-dbccc6c2ab87.json.gz,2025-08-26 05:33:58,4.18m,80911,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-cf848168-4dcd-4403-8ca8-7f927bf99b87-data/2025/08/26/04/FTD/eu-prod-cf848168-4dcd-4403-8ca8-7f927bf99b87-compressed-1-2025-08-26-05-09-22-c866ea0a-2b6e-300d-b308-3698e5443f25.json.gz,2025-08-26 05:16:38,3.42m,117,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-data/2025/08/25/18/FTD/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-compressed-buffered-1-2025-08-26-06-01-10-4ae8d49a-a1e8-35f9-8488-ec6fbc3a853a.json.gz,2025-08-26 06:20:30,0.00s,1,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/05/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-26-06-20-33-35ae0acc-31ab-37c8-8ed3-7f115b59c01b.json.gz,2025-08-26 06:23:47,0.00s,23
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/26/05/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-1-2025-08-26-06-25-55-c69103b1-b68f-3073-909a-b56b2a92c827.json.gz,2025-08-26 06:33:06,2.78m,12851,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-data/2025/08/26/04/FTD/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-compressed-1-2025-08-26-05-23-22-397d6705-54d2-350e-81d9-0f0815028971.json.gz,2025-08-26 05:29:47,1.33m,4364,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-cf848168-4dcd-4403-8ca8-7f927bf99b87-data/2025/08/26/05/FTD/eu-prod-cf848168-4dcd-4403-8ca8-7f927bf99b87-compressed-1-2025-08-26-05-05-51-29d4648e-b7a2-3794-a2ca-94af54eb83c6.json.gz,2025-08-26 05:13:13,1.17m,33789,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-data/2025/08/25/22/FTD/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-compressed-buffered-1-2025-08-26-06-03-41-3d460436-beec-3e8b-95cd-555f077ab5d0.json.gz,2025-08-26 06:20:30,0.00s,1,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/06/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-26-06-20-33-35470b5e-a8d9-31be-9f2b-e56660424b64.json.gz,2025-08-26 06:23:47,2.00m,8859
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/25/04/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-buffered-1-2025-08-26-06-11-49-4f43d20a-f56d-347e-a89a-6f15c3cb268a.json.gz,2025-08-26 06:30:19,0.00s,1,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-data/2025/08/26/05/FTD/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-compressed-1-2025-08-26-05-21-16-5e3dfe3e-34ef-3a59-8c60-d772d8d178e1.json.gz,2025-08-26 05:28:27,4.12m,64520,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-cf848168-4dcd-4403-8ca8-7f927bf99b87-data/2025/08/26/02/FTD/eu-prod-cf848168-4dcd-4403-8ca8-7f927bf99b87-compressed-buffered-1-2025-08-26-04-55-52-1a7bf667-3edb-35fa-abac-b0bf90c94961.json.gz,2025-08-26 05:12:03,1.00s,2,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-data/2025/08/25/23/FTD/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-compressed-buffered-1-2025-08-26-06-01-10-3c6f219a-adf0-3739-94a5-56ca32b7887f.json.gz,2025-08-26 06:20:30,2.10m,4,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/05/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-26-06-18-32-f223dc40-624e-3d66-a2d9-029450bf8960.json.gz,2025-08-26 06:21:47,0.00s,26
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/25/08/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-buffered-1-2025-08-26-06-13-56-bfef0150-b5de-3440-979a-ebcb5c3addbc.json.gz,2025-08-26 06:30:19,1.63m,3,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-data/2025/08/26/04/FTD/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-compressed-1-2025-08-26-05-17-33-3d80ea0d-d1b1-3b2c-a384-8c7dda72fc19.json.gz,2025-08-26 05:24:20,8.00s,4475,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-cf848168-4dcd-4403-8ca8-7f927bf99b87-data/2025/08/26/03/FTD/eu-prod-cf848168-4dcd-4403-8ca8-7f927bf99b87-compressed-buffered-1-2025-08-26-04-52-09-d607b12c-5ab2-3be2-b2fb-f2c707816723.json.gz,2025-08-26 05:12:02,33.00s,11,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-data/2025/08/26/06/FTD/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-compressed-1-2025-08-26-06-11-27-8a9fb4dc-ffa6-31de-bd95-36e2c248a1df.json.gz,2025-08-26 06:18:24,1.42m,61497,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/06/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-26-06-18-32-7c60be1d-9502-34dc-8394-c7df0ada9a57.json.gz,2025-08-26 06:21:47,2.00m,8077
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/26/06/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-1-2025-08-26-06-22-14-04378223-7372-32c3-912d-cd05a2c49806.json.gz,2025-08-26 06:28:41,1.30m,38579,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-data/2025/08/26/01/FTD/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-compressed-buffered-1-2025-08-26-05-05-22-fcd9cca6-0a94-317b-9d3e-9c71b2f1a116.json.gz,2025-08-26 05:24:12,0.00s,1,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-cf848168-4dcd-4403-8ca8-7f927bf99b87-data/2025/08/26/04/FTD/eu-prod-cf848168-4dcd-4403-8ca8-7f927bf99b87-compressed-1-2025-08-26-05-04-09-277a672d-0e6f-3253-a676-d01e6851d9ab.json.gz,2025-08-26 05:11:29,4.78m,432,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-data/2025/08/26/05/FTD/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-compressed-1-2025-08-26-06-10-04-6ee8adc1-3617-3f44-81f8-046a757eb881.json.gz,2025-08-26 06:16:59,4.00m,540,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/05/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-26-06-16-29-18adec69-7899-359d-9398-5c6f2dd8cae3.json.gz,2025-08-26 06:19:47,0.00s,12
