CDO_jnj_global_prod - d4614a6f-c912-456a-89a6-dd3250a6ee0e,Processing Time UTC,Time Interval,Event Count,dummy
s2153,2025-08-25 07:36,0.00s,206618,s2153
s2154,2025-08-25 07:36,0.00s,208469,s2154
s2155,2025-08-25 07:36,1.00s,196966,s2155
s2156,2025-08-25 07:36,26.00s,87208,s2156
s2157,2025-08-25 07:36,0.00s,77197,s2157
s2158,2025-08-25 07:36,0.00s,77400,s2158
s2159,2025-08-25 07:36,0.00s,78732,s2159
s2160,2025-08-25 07:36,0.00s,186582,s2160
s2161,2025-08-25 07:36,2.00s,202884,s2161
s2162,2025-08-25 07:36,1.00s,18378,s2162
s2163,2025-08-25 07:36,0.00s,76878,s2163
s2164,2025-08-25 07:36,0.00s,75806,s2164
s2165,2025-08-25 07:36,0.00s,79048,s2165
s2166,2025-08-25 07:36,0.00s,77627,s2166
s2167,2025-08-25 07:36,0.00s,178975,s2167
s2168,2025-08-25 07:36,0.00s,173281,s2168
s2169,2025-08-25 07:36,0.00s,181814,s2169
s2170,2025-08-25 07:36,0.00s,173751,s2170
s2171,2025-08-25 07:36,2.00s,190218,s2171
s2172,2025-08-25 07:36,9.00s,101260,s2172
s2173,2025-08-25 07:36,0.00s,177931,s2173
s2174,2025-08-25 07:36,20.00s,26083,s2174
s2175,2025-08-25 07:35,0.00s,194073,s2175
s2176,2025-08-25 07:35,0.00s,191393,s2176
s2177,2025-08-25 07:35,0.00s,193153,s2177
s2178,2025-08-25 07:35,0.00s,193308,s2178
s2179,2025-08-25 07:35,0.00s,193567,s2179
s2180,2025-08-25 07:35,20.00s,191525,s2180
s2181,2025-08-25 07:35,1.00s,199918,s2181
s2182,2025-08-25 07:35,1.00s,185530,s2182
s2183,2025-08-25 07:35,2.00s,188635,s2183
s2184,2025-08-25 07:35,0.00s,184659,s2184
s2185,2025-08-25 07:35,0.00s,172749,s2185
s2186,2025-08-25 07:35,1.00s,185532,s2186
s2187,2025-08-25 07:35,11.00s,51658,s2187
s2188,2025-08-25 07:35,4.00s,76983,s2188
s2189,2025-08-25 07:35,0.00s,76738,s2189
s2190,2025-08-25 07:35,0.00s,43069,s2190
s2191,2025-08-25 07:35,0.00s,76962,s2191
s2192,2025-08-25 07:35,0.00s,77193,s2192
s2193,2025-08-25 07:35,0.00s,77206,s2193
s2194,2025-08-25 07:35,0.00s,78592,s2194
s2195,2025-08-25 07:35,0.00s,76009,s2195
s2196,2025-08-25 07:35,0.00s,203917,s2196
s2197,2025-08-25 07:35,0.00s,190289,s2197
s2198,2025-08-25 07:35,0.00s,185513,s2198
s2199,2025-08-25 07:35,0.00s,185115,s2199
s2200,2025-08-25 07:35,0.00s,188007,s2200
s2201,2025-08-25 07:35,0.00s,189018,s2201
s2202,2025-08-25 07:35,1.00s,180996,s2202
s2203,2025-08-25 07:35,3.00s,150716,s2203
s2204,2025-08-25 07:35,2.00s,171083,s2204
s2205,2025-08-25 07:35,33.00s,43431,s2205
s2206,2025-08-25 07:34,0.00s,190903,s2206
s2207,2025-08-25 07:34,0.00s,187551,s2207
s2208,2025-08-25 07:34,0.00s,190894,s2208
s2209,2025-08-25 07:34,0.00s,183991,s2209
s2210,2025-08-25 07:34,0.00s,190362,s2210
s2211,2025-08-25 07:34,1.00s,184537,s2211
s2212,2025-08-25 07:34,9.00s,71857,s2212
s2213,2025-08-25 07:34,0.00s,78070,s2213
s2214,2025-08-25 07:34,0.00s,78233,s2214
s2215,2025-08-25 07:34,0.00s,78501,s2215
s2216,2025-08-25 07:34,0.00s,80992,s2216
s2217,2025-08-25 07:34,0.00s,75731,s2217
s2218,2025-08-25 07:34,0.00s,76349,s2218
s2219,2025-08-25 07:34,1.00s,77532,s2219
s2220,2025-08-25 07:34,14.00s,32714,s2220
s2221,2025-08-25 07:34,1.00s,169628,s2221
s2222,2025-08-25 07:34,3.00s,31986,s2222
s2223,2025-08-25 07:34,1.00s,185972,s2223
s2224,2025-08-25 07:34,0.00s,176317,s2224
s2225,2025-08-25 07:34,1.00s,190309,s2225
s2226,2025-08-25 07:34,0.00s,177672,s2226
s2227,2025-08-25 07:34,0.00s,184178,s2227
s2228,2025-08-25 07:34,10.00s,167780,s2228
s2229,2025-08-25 07:33,0.00s,189274,s2229
s2230,2025-08-25 07:33,0.00s,188578,s2230
s2231,2025-08-25 07:33,0.00s,185964,s2231
s2232,2025-08-25 07:33,0.00s,197266,s2232
s2233,2025-08-25 07:33,0.00s,188075,s2233
s2234,2025-08-25 07:33,1.00s,194961,s2234
s2235,2025-08-25 07:33,4.00s,44410,s2235
s2236,2025-08-25 07:33,0.00s,1,s2236
s2237,2025-08-25 07:33,0.00s,1640,s2237
s2238,2025-08-25 07:33,1.00s,13939,s2238
s2239,2025-08-25 07:33,0.00s,28,s2239
s2240,2025-08-25 07:33,0.00s,1,s2240
s2241,2025-08-25 07:33,0.00s,2,s2241
s2242,2025-08-25 07:33,0.00s,1,s2242
s2243,2025-08-25 07:33,0.00s,1,s2243
s2244,2025-08-25 07:33,0.00s,47,s2244
s2245,2025-08-25 07:33,0.00s,22,s2245
s2246,2025-08-25 07:33,0.00s,2528,s2246
s2247,2025-08-25 07:33,1.00s,576,s2247
s2248,2025-08-25 07:33,0.00s,1,s2248
s2249,2025-08-25 07:33,1.00s,33,s2249
s2250,2025-08-25 07:33,0.00s,3,s2250
s2251,2025-08-25 07:33,0.00s,4,s2251
s2252,2025-08-25 07:33,0.00s,1,s2252
s2253,2025-08-25 07:33,0.00s,2,s2253
s2254,2025-08-25 07:33,0.00s,1,s2254
s2255,2025-08-25 07:33,0.00s,26,s2255
s2256,2025-08-25 07:33,0.00s,2384,s2256
s2257,2025-08-25 07:33,1.00s,2240,s2257
s2258,2025-08-25 07:33,0.00s,4,s2258
s2259,2025-08-25 07:33,0.00s,1,s2259
s2260,2025-08-25 07:33,0.00s,84,s2260
s2261,2025-08-25 07:33,0.00s,1,s2261
s2262,2025-08-25 07:33,0.00s,2,s2262
s2263,2025-08-25 07:33,0.00s,20,s2263
s2264,2025-08-25 07:33,0.00s,2,s2264
s2265,2025-08-25 07:33,0.00s,2,s2265
s2266,2025-08-25 07:33,0.00s,1,s2266
s2267,2025-08-25 07:33,0.00s,13,s2267
s2268,2025-08-25 07:33,0.00s,2,s2268
s2269,2025-08-25 07:33,0.00s,1,s2269
s2270,2025-08-25 07:33,0.00s,2970,s2270
s2271,2025-08-25 07:33,0.00s,25,s2271
s2272,2025-08-25 07:33,0.00s,24,s2272
s2273,2025-08-25 07:33,19.00s,844,s2273
s2274,2025-08-25 07:33,3.00s,183989,s2274
s2275,2025-08-25 07:33,0.00s,179816,s2275
s2276,2025-08-25 07:33,0.00s,189936,s2276
s2277,2025-08-25 07:33,0.00s,171548,s2277
s2278,2025-08-25 07:33,0.00s,172859,s2278
s2279,2025-08-25 07:33,1.00s,189855,s2279
s2280,2025-08-25 07:33,10.00s,53388,s2280
s2281,2025-08-25 07:33,2.00s,41563,s2281
s2282,2025-08-25 07:33,6.00s,163546,s2282
s2283,2025-08-25 07:33,0.00s,124524,s2283
s2284,2025-08-25 07:33,0.00s,182421,s2284
s2285,2025-08-25 07:33,0.00s,198270,s2285
s2286,2025-08-25 07:33,0.00s,206072,s2286
s2287,2025-08-25 07:33,0.00s,171828,s2287
s2288,2025-08-25 07:33,0.00s,201615,s2288
s2289,2025-08-25 07:33,0.00s,186669,s2289
s2290,2025-08-25 07:33,8.00s,188532,s2290
s2291,2025-08-25 07:32,3.00s,79459,s2291
s2292,2025-08-25 07:32,0.00s,80295,s2292
s2293,2025-08-25 07:32,2.00s,78450,s2293
s2294,2025-08-25 07:32,12.00s,42013,s2294
s2295,2025-08-25 07:32,0.00s,195885,s2295
s2296,2025-08-25 07:32,3.00s,195092,s2296
s2297,2025-08-25 07:32,0.00s,190999,s2297
s2298,2025-08-25 07:32,0.00s,200155,s2298
s2299,2025-08-25 07:32,0.00s,194407,s2299
s2300,2025-08-25 07:32,1.00s,160407,s2300
s2301,2025-08-25 07:32,0.00s,193569,s2301
s2302,2025-08-25 07:32,30.00s,201627,s2302
s2303,2025-08-25 07:32,1.00s,200873,s2303
s2304,2025-08-25 07:32,0.00s,185943,s2304
s2305,2025-08-25 07:32,0.00s,204129,s2305
s2306,2025-08-25 07:32,0.00s,192826,s2306
s2307,2025-08-25 07:32,0.00s,195889,s2307
s2308,2025-08-25 07:32,0.00s,197437,s2308
s2309,2025-08-25 07:32,1.00s,194420,s2309
s2310,2025-08-25 07:32,4.00s,126185,s2310
s2311,2025-08-25 07:31,0.00s,173583,s2311
s2312,2025-08-25 07:31,7.00s,75342,s2312
s2313,2025-08-25 07:31,0.00s,82254,s2313
s2314,2025-08-25 07:31,3.00s,79127,s2314
s2315,2025-08-25 07:31,0.00s,80735,s2315
s2316,2025-08-25 07:31,0.00s,79194,s2316
s2317,2025-08-25 07:31,0.00s,80797,s2317
s2318,2025-08-25 07:31,1.00s,82340,s2318
s2319,2025-08-25 07:31,9.00s,43680,s2319
s2320,2025-08-25 07:31,0.00s,194686,s2320
s2321,2025-08-25 07:31,0.00s,193351,s2321
s2322,2025-08-25 07:31,0.00s,200972,s2322
s2323,2025-08-25 07:31,0.00s,175122,s2323
s2324,2025-08-25 07:31,0.00s,160768,s2324
s2325,2025-08-25 07:31,1.00s,176221,s2325
s2326,2025-08-25 07:31,0.00s,197014,s2326
s2327,2025-08-25 07:31,22.00s,92412,s2327
s2328,2025-08-25 07:31,1.00s,191082,s2328
s2329,2025-08-25 07:31,1.00s,167931,s2329
s2330,2025-08-25 07:31,1.00s,188841,s2330
s2331,2025-08-25 07:31,0.00s,186403,s2331
s2332,2025-08-25 07:31,0.00s,192246,s2332
s2333,2025-08-25 07:31,0.00s,189528,s2333
s2334,2025-08-25 07:31,0.00s,70204,s2334
s2335,2025-08-25 07:31,5.00s,199892,s2335
s2336,2025-08-25 07:31,0.00s,79557,s2336
s2337,2025-08-25 07:31,0.00s,78839,s2337
s2338,2025-08-25 07:31,0.00s,81018,s2338
s2339,2025-08-25 07:31,1.00s,79983,s2339
s2340,2025-08-25 07:31,7.00s,46095,s2340
s2341,2025-08-25 07:30,1.00s,26106,s2341
s2342,2025-08-25 07:30,19.00s,176538,s2342
s2343,2025-08-25 07:30,0.00s,179844,s2343
s2344,2025-08-25 07:30,0.00s,186471,s2344
s2345,2025-08-25 07:30,1.00s,189883,s2345
s2346,2025-08-25 07:30,0.00s,191342,s2346
s2347,2025-08-25 07:30,1.00s,194230,s2347
s2348,2025-08-25 07:30,0.00s,189385,s2348
s2349,2025-08-25 07:30,1.00s,175942,s2349
s2350,2025-08-25 07:30,20.00s,31470,s2350
s2351,2025-08-25 07:30,3.00s,189676,s2351
s2352,2025-08-25 07:30,0.00s,189042,s2352
s2353,2025-08-25 07:30,0.00s,189420,s2353
s2354,2025-08-25 07:30,0.00s,195879,s2354
s2355,2025-08-25 07:30,0.00s,177829,s2355
s2356,2025-08-25 07:30,0.00s,190791,s2356
s2357,2025-08-25 07:30,1.00s,186567,s2357
s2358,2025-08-25 07:30,0.00s,83827,s2358
s2359,2025-08-25 07:30,0.00s,76404,s2359
s2360,2025-08-25 07:30,0.00s,79007,s2360
s2361,2025-08-25 07:30,0.00s,80861,s2361
s2362,2025-08-25 07:30,0.00s,82215,s2362
s2363,2025-08-25 07:30,0.00s,80456,s2363
s2364,2025-08-25 07:30,1.00s,64700,s2364
s2365,2025-08-25 07:30,6.00s,37579,s2365
s2366,2025-08-25 07:30,2.00s,3,s2366
s2367,2025-08-25 07:30,1.00s,172780,s2367
s2368,2025-08-25 07:30,0.00s,1,s2368
s2369,2025-08-25 07:30,0.00s,2,s2369
s2370,2025-08-25 07:30,0.00s,1,s2370
s2371,2025-08-25 07:30,0.00s,1,s2371
s2372,2025-08-25 07:30,0.00s,3,s2372
s2373,2025-08-25 07:30,0.00s,2,s2373
s2374,2025-08-25 07:30,0.00s,1,s2374
s2375,2025-08-25 07:30,0.00s,1,s2375
s2376,2025-08-25 07:30,0.00s,2,s2376
s2377,2025-08-25 07:30,0.00s,2,s2377
s2378,2025-08-25 07:30,0.00s,3,s2378
s2379,2025-08-25 07:30,0.00s,6,s2379
s2380,2025-08-25 07:30,0.00s,1,s2380
s2381,2025-08-25 07:30,0.00s,1,s2381
s2382,2025-08-25 07:30,0.00s,1,s2382
s2383,2025-08-25 07:30,0.00s,1,s2383
s2384,2025-08-25 07:30,0.00s,1,s2384
s2385,2025-08-25 07:30,0.00s,1,s2385
s2386,2025-08-25 07:30,0.00s,2,s2386
s2387,2025-08-25 07:30,0.00s,4,s2387
s2388,2025-08-25 07:30,0.00s,4,s2388
s2389,2025-08-25 07:30,0.00s,713,s2389
s2390,2025-08-25 07:30,0.00s,773,s2390
s2391,2025-08-25 07:30,0.00s,38,s2391
s2392,2025-08-25 07:30,0.00s,23,s2392
s2393,2025-08-25 07:30,0.00s,15,s2393
s2394,2025-08-25 07:30,0.00s,7457,s2394
s2395,2025-08-25 07:30,0.00s,3119,s2395
s2396,2025-08-25 07:30,1.00s,33778,s2396
s2397,2025-08-25 07:30,0.00s,1,s2397
s2398,2025-08-25 07:30,0.00s,3,s2398
s2399,2025-08-25 07:30,20.00s,13,s2399
s2400,2025-08-25 07:29,3.00s,96813,s2400
s2401,2025-08-25 07:29,0.00s,210161,s2401
s2402,2025-08-25 07:29,0.00s,177287,s2402
s2403,2025-08-25 07:29,0.00s,185511,s2403
s2404,2025-08-25 07:29,0.00s,197776,s2404
s2405,2025-08-25 07:29,0.00s,182002,s2405
s2406,2025-08-25 07:29,0.00s,195066,s2406
s2407,2025-08-25 07:29,21.00s,192334,s2407
s2408,2025-08-25 07:29,0.00s,192857,s2408
s2409,2025-08-25 07:29,2.00s,183656,s2409
s2410,2025-08-25 07:29,2.00s,77806,s2410
s2411,2025-08-25 07:29,0.00s,172075,s2411
s2412,2025-08-25 07:29,0.00s,194503,s2412
s2413,2025-08-25 07:29,0.00s,195255,s2413
s2414,2025-08-25 07:29,0.00s,190003,s2414
s2415,2025-08-25 07:29,1.00s,181009,s2415
s2416,2025-08-25 07:29,0.00s,81548,s2416
s2417,2025-08-25 07:29,0.00s,79438,s2417
s2418,2025-08-25 07:29,0.00s,79481,s2418
s2419,2025-08-25 07:29,0.00s,80789,s2419
s2420,2025-08-25 07:29,1.00s,83030,s2420
s2421,2025-08-25 07:29,0.00s,82190,s2421
s2422,2025-08-25 07:29,3.00s,37538,s2422
s2423,2025-08-25 07:29,26.00s,153387,s2423
s2424,2025-08-25 07:28,2.00s,193896,s2424
s2425,2025-08-25 07:28,2.00s,193133,s2425
s2426,2025-08-25 07:28,1.00s,188978,s2426
s2427,2025-08-25 07:28,0.00s,183507,s2427
s2428,2025-08-25 07:28,0.00s,183892,s2428
s2429,2025-08-25 07:28,0.00s,182874,s2429
s2430,2025-08-25 07:28,0.00s,184172,s2430
s2431,2025-08-25 07:28,23.00s,93086,s2431
s2432,2025-08-25 07:28,1.00s,43965,s2432
s2433,2025-08-25 07:28,1.00s,80913,s2433
s2434,2025-08-25 07:28,0.00s,78885,s2434
s2435,2025-08-25 07:28,0.00s,79581,s2435
s2436,2025-08-25 07:28,0.00s,79376,s2436
s2437,2025-08-25 07:28,0.00s,82994,s2437
s2438,2025-08-25 07:28,0.00s,190135,s2438
s2439,2025-08-25 07:28,0.00s,180635,s2439
s2440,2025-08-25 07:28,0.00s,189252,s2440
s2441,2025-08-25 07:28,0.00s,184808,s2441
s2442,2025-08-25 07:28,0.00s,194095,s2442
s2443,2025-08-25 07:28,1.00s,188876,s2443
s2444,2025-08-25 07:28,0.00s,83060,s2444
s2445,2025-08-25 07:28,0.00s,76868,s2445
s2446,2025-08-25 07:28,3.00s,190566,s2446
s2447,2025-08-25 07:28,2.00s,170387,s2447
s2448,2025-08-25 07:28,28.00s,22911,s2448
s2449,2025-08-25 07:27,0.00s,180064,s2449
s2450,2025-08-25 07:27,0.00s,180764,s2450
s2451,2025-08-25 07:27,0.00s,187831,s2451
s2452,2025-08-25 07:27,0.00s,180879,s2452
s2453,2025-08-25 07:27,0.00s,176010,s2453
s2454,2025-08-25 07:27,0.00s,186188,s2454
s2455,2025-08-25 07:27,1.00s,188980,s2455
s2456,2025-08-25 07:27,30.00s,83465,s2456
s2457,2025-08-25 07:27,0.00s,83029,s2457
s2458,2025-08-25 07:27,0.00s,30745,s2458
s2459,2025-08-25 07:27,0.00s,175680,s2459
s2460,2025-08-25 07:27,0.00s,200343,s2460
s2461,2025-08-25 07:27,0.00s,188282,s2461
s2462,2025-08-25 07:27,0.00s,187602,s2462
s2463,2025-08-25 07:27,0.00s,189295,s2463
s2464,2025-08-25 07:27,0.00s,172296,s2464
s2465,2025-08-25 07:27,0.00s,187749,s2465
s2466,2025-08-25 07:27,1.00s,180658,s2466
s2467,2025-08-25 07:27,0.00s,82199,s2467
s2468,2025-08-25 07:27,0.00s,83348,s2468
s2469,2025-08-25 07:27,0.00s,78601,s2469
s2470,2025-08-25 07:27,0.00s,79145,s2470
s2471,2025-08-25 07:27,0.00s,82542,s2471
s2472,2025-08-25 07:27,0.00s,40831,s2472
s2473,2025-08-25 07:27,22.00s,108321,s2473
s2474,2025-08-25 07:26,1.00s,194376,s2474
s2475,2025-08-25 07:26,0.00s,173833,s2475
s2476,2025-08-25 07:26,0.00s,178536,s2476
s2477,2025-08-25 07:26,0.00s,187464,s2477
s2478,2025-08-25 07:26,0.00s,179099,s2478
s2479,2025-08-25 07:26,1.00s,198968,s2479
s2480,2025-08-25 07:26,1.00s,191286,s2480
s2481,2025-08-25 07:26,25.00s,39183,s2481
s2482,2025-08-25 07:26,0.00s,2,s2482
s2483,2025-08-25 07:26,0.00s,2323,s2483
s2484,2025-08-25 07:26,0.00s,1498,s2484
s2485,2025-08-25 07:26,0.00s,87,s2485
s2486,2025-08-25 07:26,0.00s,5007,s2486
s2487,2025-08-25 07:26,1.00s,173011,s2487
s2488,2025-08-25 07:26,0.00s,72,s2488
s2489,2025-08-25 07:26,0.00s,24,s2489
s2490,2025-08-25 07:26,0.00s,1,s2490
s2491,2025-08-25 07:26,0.00s,1,s2491
s2492,2025-08-25 07:26,0.00s,1,s2492
s2493,2025-08-25 07:26,0.00s,1,s2493
s2494,2025-08-25 07:26,0.00s,1,s2494
s2495,2025-08-25 07:26,0.00s,1,s2495
s2496,2025-08-25 07:26,0.00s,1,s2496
s2497,2025-08-25 07:26,0.00s,2,s2497
s2498,2025-08-25 07:26,0.00s,1,s2498
s2499,2025-08-25 07:26,0.00s,2,s2499
s2500,2025-08-25 07:26,0.00s,1,s2500
s2501,2025-08-25 07:26,0.00s,4,s2501
s2502,2025-08-25 07:26,0.00s,1,s2502
s2503,2025-08-25 07:26,0.00s,5,s2503
s2504,2025-08-25 07:26,0.00s,689,s2504
s2505,2025-08-25 07:26,0.00s,24,s2505
s2506,2025-08-25 07:26,0.00s,17,s2506
s2507,2025-08-25 07:26,0.00s,19,s2507
s2508,2025-08-25 07:26,0.00s,759,s2508
s2509,2025-08-25 07:26,0.00s,47,s2509
s2510,2025-08-25 07:26,0.00s,19,s2510
s2511,2025-08-25 07:26,0.00s,115,s2511
s2512,2025-08-25 07:26,0.00s,99,s2512
s2513,2025-08-25 07:26,0.00s,729,s2513
s2514,2025-08-25 07:26,0.00s,568,s2514
s2515,2025-08-25 07:26,0.00s,673,s2515
s2516,2025-08-25 07:26,0.00s,2013,s2516
s2517,2025-08-25 07:26,0.00s,511,s2517
s2518,2025-08-25 07:26,0.00s,3874,s2518
s2519,2025-08-25 07:26,0.00s,350,s2519
s2520,2025-08-25 07:26,0.00s,148,s2520
s2521,2025-08-25 07:26,0.00s,126,s2521
s2522,2025-08-25 07:26,0.00s,193,s2522
s2523,2025-08-25 07:26,0.00s,474,s2523
s2524,2025-08-25 07:26,1.00s,1454,s2524
s2525,2025-08-25 07:26,0.00s,6118,s2525
s2526,2025-08-25 07:26,1.00s,49244,s2526
s2527,2025-08-25 07:26,0.00s,1,s2527
s2528,2025-08-25 07:26,0.00s,2,s2528
s2529,2025-08-25 07:26,0.00s,1,s2529
s2530,2025-08-25 07:26,0.00s,1,s2530
s2531,2025-08-25 07:26,0.00s,2,s2531
s2532,2025-08-25 07:26,0.00s,1,s2532
s2533,2025-08-25 07:26,0.00s,1,s2533
s2534,2025-08-25 07:26,0.00s,6,s2534
s2535,2025-08-25 07:26,0.00s,1,s2535
s2536,2025-08-25 07:26,0.00s,14,s2536
s2537,2025-08-25 07:26,0.00s,57,s2537
s2538,2025-08-25 07:26,0.00s,66,s2538
s2539,2025-08-25 07:26,0.00s,36,s2539
s2540,2025-08-25 07:26,0.00s,185,s2540
s2541,2025-08-25 07:26,0.00s,204,s2541
s2542,2025-08-25 07:26,0.00s,99,s2542
s2543,2025-08-25 07:26,0.00s,1029,s2543
s2544,2025-08-25 07:26,0.00s,300,s2544
s2545,2025-08-25 07:26,0.00s,195,s2545
s2546,2025-08-25 07:26,0.00s,599,s2546
s2547,2025-08-25 07:26,0.00s,403,s2547
s2548,2025-08-25 07:26,0.00s,442,s2548
s2549,2025-08-25 07:26,1.00s,886,s2549
s2550,2025-08-25 07:26,0.00s,1,s2550
s2551,2025-08-25 07:26,0.00s,32,s2551
s2552,2025-08-25 07:26,0.00s,220,s2552
s2553,2025-08-25 07:26,0.00s,183530,s2553
s2554,2025-08-25 07:26,0.00s,196595,s2554
s2555,2025-08-25 07:26,0.00s,179636,s2555
s2556,2025-08-25 07:26,0.00s,183858,s2556
s2557,2025-08-25 07:26,0.00s,166618,s2557
s2558,2025-08-25 07:26,0.00s,192366,s2558
s2559,2025-08-25 07:26,0.00s,191807,s2559
s2560,2025-08-25 07:26,1.00s,103405,s2560
s2561,2025-08-25 07:26,0.00s,80814,s2561
s2562,2025-08-25 07:26,0.00s,81885,s2562
s2563,2025-08-25 07:26,0.00s,83558,s2563
s2564,2025-08-25 07:26,0.00s,82490,s2564
s2565,2025-08-25 07:26,0.00s,84802,s2565
s2566,2025-08-25 07:26,0.00s,79395,s2566
s2567,2025-08-25 07:26,34.00s,26665,s2567
s2568,2025-08-25 07:25,0.00s,177306,s2568
s2569,2025-08-25 07:25,0.00s,194282,s2569
s2570,2025-08-25 07:25,0.00s,188512,s2570
s2571,2025-08-25 07:25,0.00s,193479,s2571
s2572,2025-08-25 07:25,0.00s,189273,s2572
s2573,2025-08-25 07:25,0.00s,185635,s2573
s2574,2025-08-25 07:25,1.00s,182912,s2574
s2575,2025-08-25 07:25,20.00s,56201,s2575
s2576,2025-08-25 07:25,0.00s,171207,s2576
s2577,2025-08-25 07:25,1.00s,24761,s2577
s2578,2025-08-25 07:25,1.00s,79847,s2578
s2579,2025-08-25 07:25,0.00s,94070,s2579
s2580,2025-08-25 07:25,0.00s,189545,s2580
s2581,2025-08-25 07:25,1.00s,186085,s2581
s2582,2025-08-25 07:25,1.00s,187855,s2582
s2583,2025-08-25 07:25,0.00s,82422,s2583
s2584,2025-08-25 07:25,0.00s,81936,s2584
s2585,2025-08-25 07:25,0.00s,82635,s2585
s2586,2025-08-25 07:25,0.00s,81105,s2586
s2587,2025-08-25 07:25,0.00s,79207,s2587
s2588,2025-08-25 07:25,0.00s,174643,s2588
s2589,2025-08-25 07:25,0.00s,195530,s2589
s2590,2025-08-25 07:25,0.00s,184755,s2590
s2591,2025-08-25 07:25,2.00s,179080,s2591
s2592,2025-08-25 07:25,22.00s,36943,s2592
s2593,2025-08-25 07:24,0.00s,200028,s2593
s2594,2025-08-25 07:24,0.00s,196635,s2594
s2595,2025-08-25 07:24,0.00s,185466,s2595
s2596,2025-08-25 07:24,0.00s,199515,s2596
s2597,2025-08-25 07:24,0.00s,199581,s2597
s2598,2025-08-25 07:24,0.00s,192657,s2598
s2599,2025-08-25 07:24,2.00s,185092,s2599
s2600,2025-08-25 07:24,30.00s,59340,s2600
s2601,2025-08-25 07:24,3.00s,195912,s2601
s2602,2025-08-25 07:24,0.00s,197592,s2602
s2603,2025-08-25 07:24,0.00s,193183,s2603
s2604,2025-08-25 07:24,0.00s,196246,s2604
s2605,2025-08-25 07:24,0.00s,171370,s2605
s2606,2025-08-25 07:24,0.00s,191233,s2606
s2607,2025-08-25 07:24,1.00s,182601,s2607
s2608,2025-08-25 07:24,0.00s,171200,s2608
s2609,2025-08-25 07:24,1.00s,76108,s2609
s2610,2025-08-25 07:24,0.00s,78658,s2610
s2611,2025-08-25 07:24,0.00s,83286,s2611
s2612,2025-08-25 07:24,0.00s,80206,s2612
s2613,2025-08-25 07:24,0.00s,78094,s2613
s2614,2025-08-25 07:24,0.00s,83207,s2614
s2615,2025-08-25 07:24,0.00s,50421,s2615
s2616,2025-08-25 07:24,1.00s,84029,s2616
s2617,2025-08-25 07:24,21.00s,26854,s2617
s2618,2025-08-25 07:23,0.00s,176214,s2618
s2619,2025-08-25 07:23,0.00s,184073,s2619
s2620,2025-08-25 07:23,0.00s,188000,s2620
s2621,2025-08-25 07:23,1.00s,193671,s2621
s2622,2025-08-25 07:23,0.00s,192405,s2622
s2623,2025-08-25 07:23,0.00s,187278,s2623
s2624,2025-08-25 07:23,0.00s,115178,s2624
s2625,2025-08-25 07:23,33.00s,196717,s2625
s2626,2025-08-25 07:23,1.00s,173651,s2626
s2627,2025-08-25 07:23,2.00s,215164,s2627
s2628,2025-08-25 07:23,0.00s,187281,s2628
s2629,2025-08-25 07:23,0.00s,202360,s2629
s2630,2025-08-25 07:23,0.00s,185351,s2630
s2631,2025-08-25 07:23,1.00s,171699,s2631
s2632,2025-08-25 07:23,0.00s,77779,s2632
s2633,2025-08-25 07:23,0.00s,78221,s2633
s2634,2025-08-25 07:23,0.00s,44643,s2634
s2635,2025-08-25 07:23,0.00s,78421,s2635
s2636,2025-08-25 07:23,0.00s,81415,s2636
s2637,2025-08-25 07:23,0.00s,79067,s2637
s2638,2025-08-25 07:23,0.00s,83833,s2638
s2639,2025-08-25 07:23,0.00s,190587,s2639
s2640,2025-08-25 07:23,3.00s,101101,s2640
s2641,2025-08-25 07:23,2.00s,162121,s2641
s2642,2025-08-25 07:23,18.00s,67423,s2642
s2643,2025-08-25 07:22,1.00s,191962,s2643
s2644,2025-08-25 07:22,0.00s,133896,s2644
s2645,2025-08-25 07:22,0.00s,192924,s2645
s2646,2025-08-25 07:22,0.00s,193385,s2646
s2647,2025-08-25 07:22,0.00s,196169,s2647
s2648,2025-08-25 07:22,0.00s,201386,s2648
s2649,2025-08-25 07:22,1.00s,192847,s2649
s2650,2025-08-25 07:22,13.00s,208840,s2650
s2651,2025-08-25 07:22,1.00s,4,s2651
s2652,2025-08-25 07:22,0.00s,2,s2652
s2653,2025-08-25 07:22,0.00s,2,s2653
s2654,2025-08-25 07:22,2.00s,40907,s2654
s2655,2025-08-25 07:22,0.00s,1,s2655
s2656,2025-08-25 07:22,0.00s,3,s2656
s2657,2025-08-25 07:22,0.00s,1,s2657
s2658,2025-08-25 07:22,0.00s,1,s2658
s2659,2025-08-25 07:22,0.00s,10,s2659
s2660,2025-08-25 07:22,0.00s,1,s2660
s2661,2025-08-25 07:22,0.00s,2,s2661
s2662,2025-08-25 07:22,0.00s,2,s2662
s2663,2025-08-25 07:22,0.00s,2,s2663
s2664,2025-08-25 07:22,0.00s,2,s2664
s2665,2025-08-25 07:22,0.00s,2,s2665
s2666,2025-08-25 07:22,0.00s,2,s2666
s2667,2025-08-25 07:22,0.00s,3,s2667
s2668,2025-08-25 07:22,0.00s,5,s2668
s2669,2025-08-25 07:22,0.00s,5,s2669
s2670,2025-08-25 07:22,1.00s,26,s2670
s2671,2025-08-25 07:22,0.00s,2,s2671
s2672,2025-08-25 07:22,0.00s,1,s2672
s2673,2025-08-25 07:22,0.00s,3,s2673
